epoch,loss,nmi,ari,q,dbi
2,-0.00020023545948788524,0.44882689777359464,0.3360807716663606,0.6338691883961122,5.9671688549271185
4,-0.0002057472156593576,0.44871079604790964,0.3367278520966255,0.6316182331342854,5.95443117809649
6,-0.0002095403178827837,0.45117846372036485,0.3400922372201282,0.6345489387981973,5.949473461349123
8,-0.00021242913499008864,0.4492262813423624,0.33821762403359173,0.6342716863567891,5.935762106738398
10,-0.00021504386677406728,0.44803808036909903,0.3381777216005711,0.6357902119962592,5.899993247441992
12,-0.00021794557687826455,0.45018405392533545,0.33979288805153707,0.6362490327484905,5.85818177093593
14,-0.00022171999444253743,0.44929132070493755,0.3393513287677218,0.6352055354714408,5.827477178451726
16,-0.00022686002193950117,0.45149388250469014,0.34429360708577955,0.6330363900515211,5.789463405694581
18,-0.00023358540784101933,0.45454749673606964,0.3482498126704351,0.633127658819862,5.768590889197015
20,-0.00024190348631236702,0.4552894440942214,0.34723310227819254,0.6349580059563595,5.708667910198997
22,-0.0002518430119380355,0.45434056054150057,0.3490324957951737,0.6364997750678063,5.666447660673565
24,-0.000263524882029742,0.4572636009223185,0.3480361083525148,0.6380002982343863,5.585407088664409
26,-0.0002770217543002218,0.456151651707894,0.34625091354163745,0.6389509472639184,5.498434804496898
28,-0.00029238671413622797,0.45769001053740077,0.3451850023901183,0.640041882762153,5.405079542227288
30,-0.0003099533496424556,0.46098265289058693,0.3454434990060157,0.6399882881619041,5.317426921004512
32,-0.0003303880803287029,0.469406802044372,0.34733389490722805,0.6485690780192355,5.2379995287512155
34,-0.0003544949577189982,0.4661768330945971,0.3413062072456602,0.6515354476050143,5.075649932583172
36,-0.00038265783223323524,0.468115166987846,0.34679547886665024,0.6572100675715551,4.959395636952061
38,-0.00041463933303020895,0.4805730422084065,0.37054177191568044,0.6610623993351255,4.824333482285211
40,-0.0004504609969444573,0.4905212981238331,0.40904541344362205,0.676962172622428,4.402425568970326
42,-0.0004903177614323795,0.5076651485215177,0.4363270623816728,0.6892802435442019,3.606356889897568
44,-0.000532163365278393,0.516822065342672,0.44375512342153056,0.698147403745462,3.3060280732383323
46,-0.0005698793102055788,0.5221978414035429,0.44698279466788926,0.7017986031947695,3.2677880956859005
48,-0.0006002979935146868,0.5262011366235739,0.449262842343271,0.703545417421167,3.1505365491741504
50,-0.000624563021119684,0.5344443986942133,0.452431010697693,0.7092471398144916,3.0062355132109735
52,-0.0006447744090110064,0.5419963933003128,0.4595240214148948,0.7171732176044154,2.882955782415776
54,-0.0006630851421505213,0.5447089009343515,0.459219593779396,0.7242143203910331,2.7447185303641177
56,-0.0006801470881327987,0.5483272773363738,0.4633824854331625,0.7285415728252618,2.6149481448435368
58,-0.0006953457486815751,0.5494355426770343,0.46584266185317746,0.731530826910477,2.491009259309706
60,-0.0007072187145240605,0.5554965357392698,0.4676766436086135,0.7359113149724145,2.399356673173216
62,-0.0007168366573750973,0.5591554396120438,0.47164391576207515,0.7393646487575745,2.3003302920053854
64,-0.0007245696615427732,0.5585593498267538,0.4693656164687426,0.7425305352811854,2.2088578756872903
66,-0.0007314069662243128,0.5620966260491882,0.4698962874417316,0.7454804100787428,2.1203299667611835
68,-0.0007374219712801278,0.5585651071386311,0.4674048320595361,0.7482916676299096,2.0505776278260814
70,-0.000741904485039413,0.5570430606059372,0.46536504174787385,0.7498437930991406,1.9909245484006215
72,-0.0007453789585269988,0.5572290590665062,0.46401021870196363,0.751590086815355,1.9401334729740682
74,-0.0007462271023541689,0.5572182403890672,0.4653991266604652,0.7532784423635843,1.8334107427865254
76,-0.0007499420316889882,0.5563431423293892,0.4689920874201814,0.7546792070612484,1.7289015043123628
78,-0.0007484501111321151,0.5565135493690175,0.46552619989447697,0.7543446805510544,1.641672066933636
80,-0.0007495047175325453,0.5513328065814713,0.4525851714780337,0.753608625306042,1.410497019890244
82,-0.0007538993377238512,0.5578084261523183,0.47487754500614715,0.7567336248573264,1.3108376427444952
84,-0.0007580729434266686,0.5545132131771068,0.457982019303016,0.7585593950939367,1.2899240991137069
86,-0.0007571939495392144,0.5584319884262177,0.462465405012802,0.7617906146198603,1.1199790754693866
88,-0.0007599719101563096,0.5595978595442969,0.4628921213346242,0.7617608378476524,1.092471990073285
90,-0.0007610484026372433,0.5592418116188943,0.46215287552170886,0.7623383349216671,1.0924432354144513
92,-0.0007624827558174729,0.5567325454894454,0.4595578916241439,0.7636474000839422,1.0915345277168564
94,-0.0007628502789884806,0.5571434202137127,0.45965623972897046,0.7637396201295145,1.1398944382552316
96,-0.0007632093620486557,0.5567085462100458,0.4591265576825727,0.763993736790708,1.1735186863125961
98,-0.0007634623325429857,0.5559528914462544,0.45847350088702304,0.7640166033415174,1.1891185610588078
100,-0.0007636169902980328,0.5558275381070013,0.4583106230304374,0.7640161007799612,1.208186677783318
102,-0.0007636697264388204,0.5558275381070013,0.4583106230304374,0.7640161007799612,1.246726245369012
104,-0.0007637088419869542,0.5558275381070013,0.4583106230304374,0.7640161007799612,1.2894198853176708
106,-0.0007637797971256077,0.5561913158801403,0.45907002291157845,0.7642381073474356,1.3333012772778725
108,-0.0007614758214913309,0.5070299643326126,0.37133700472139214,0.6768342886549887,1.5239197477434032
110,-0.00021205445227678865,0.5143280581609598,0.41745961751776,0.7068141495775395,1.4623640758869247
112,-0.0006272757891565561,0.5168259511188934,0.4264113147394111,0.7140899486109271,1.267936544870142
114,-0.0006882747984491289,0.5210323587244117,0.44041777543855254,0.7183082887764651,1.1096312972876095
116,-0.000704069621860981,0.524512213862848,0.45174789882644667,0.722363170795832,1.0036035567262431
118,-0.000711820728611201,0.5251724177452946,0.4559859866166033,0.7268059226448638,0.987345183593048
120,-0.0007177992374636233,0.524828604087679,0.4603325236751628,0.7308266663756596,0.8810263156149207
122,-0.000722128024790436,0.5258301682278981,0.4642268928219947,0.7347000518787115,0.9003077031857833
124,-0.0007250063354149461,0.5278648312123354,0.4669925912187147,0.7368081181209195,0.9181431499464012
126,-0.0007262315484695137,0.527427902557467,0.46770735752951903,0.7373958459123294,0.9262970364981282
128,-0.0007267826003953815,0.527784931787909,0.468470805874944,0.7381858367815038,0.9328946651676719
130,-0.0007275111274793744,0.527223869659399,0.4684017030167366,0.7389082869672434,0.9339378641601188
132,-0.0007286752806976438,0.5283219890685796,0.46861882454934184,0.7401571524345302,0.9293650784280563
134,-0.0007304626633413136,0.5306081814504668,0.4698572928806246,0.7411337731273443,0.9155078780578553
136,-0.0007327461498789489,0.5304923124073788,0.4697035455161649,0.7414408382382145,0.9008947280252395
138,-0.0007347986684180796,0.5300330668155928,0.4696759686890356,0.7424716817332229,0.8880872899218317
140,-0.000736745132599026,0.52793971734189,0.467340511568284,0.742621570717375,0.8800383440051642
142,-0.0007382705807685852,0.5264063440746843,0.46655278018241736,0.7438892822430213,0.8687677162408352
144,-0.0007400056929327548,0.5268237766620607,0.46718034287498644,0.7447367625645055,0.8408286488692912
146,-0.0007412935956381261,0.5281808934627676,0.46816159291639003,0.7450514558418545,0.8247628328783878
148,-0.000742309435736388,0.5272211462029425,0.46799069221261874,0.7460719788763326,0.8110266137147932
150,-0.00074342533480376,0.5268585271713292,0.4672817949707372,0.7463162417412983,0.7915621168214049
152,-0.0007440631161443889,0.5257897695590141,0.46767737712425755,0.7464926408475427,0.7857964577753765
154,-0.000744761258829385,0.5258247569571134,0.46779163156310033,0.7468991054547888,0.7810541622233089
156,-0.0007452963036485016,0.5260594514830373,0.4682221468627418,0.7473188699946485,0.774547066110634
158,-0.0007461311761289835,0.526999973200599,0.46949192808016454,0.7483068521683592,0.7651410764554617
160,-0.0007467734394595027,0.5274371223195052,0.4698755302926731,0.7483713056879486,0.7527016970301952
162,-0.0007471682038158178,0.5263770242771244,0.46860627521897497,0.7487080578278916,0.7427031266216819
164,-0.0007477072067558765,0.5254493914645043,0.4679406252451395,0.7491678837032354,0.7354831581753991
166,-0.0007478917250409722,0.5247909060010703,0.4669754488080298,0.7491748836677689,0.7166201509708012
